baseline,split,sample_idx,source_time,target_time,target_var,n_land_pixels,mae,rmse,mean_signed_error
climatology,val,58,2024-07-03T16:00:00,2024-07-03T22:00:00,sd,351848,2.271995e-03,1.257361e-02,1.821576e-03
climatology,val,59,2024-07-03T17:00:00,2024-07-03T23:00:00,swvl1,351848,2.605241e-02,4.331616e-02,2.459028e-03
climatology,val,59,2024-07-03T17:00:00,2024-07-03T23:00:00,stl1,351848,1.991601e+00,2.988171e+00,-8.276038e-01
climatology,val,59,2024-07-03T17:00:00,2024-07-03T23:00:00,sd,351848,2.266199e-03,1.255349e-02,1.815297e-03
climatology,val,60,2024-07-03T18:00:00,2024-07-04T00:00:00,swvl1,351848,2.638931e-02,4.398764e-02,2.431411e-03
climatology,val,60,2024-07-03T18:00:00,2024-07-04T00:00:00,stl1,351848,2.021959e+00,3.037350e+00,-8.271217e-01
climatology,val,60,2024-07-03T18:00:00,2024-07-04T00:00:00,sd,351848,2.312915e-03,1.283795e-02,1.855018e-03
climatology,val,61,2024-07-03T19:00:00,2024-07-04T01:00:00,swvl1,351848,2.641162e-02,4.403542e-02,2.402763e-03
climatology,val,61,2024-07-03T19:00:00,2024-07-04T01:00:00,stl1,351848,2.019356e+00,3.044103e+00,-8.365360e-01
climatology,val,61,2024-07-03T19:00:00,2024-07-04T01:00:00,sd,351848,2.306605e-03,1.281879e-02,1.848098e-03
climatology,val,62,2024-07-03T20:00:00,2024-07-04T02:00:00,swvl1,351848,2.643168e-02,4.407863e-02,2.391416e-03
climatology,val,62,2024-07-03T20:00:00,2024-07-04T02:00:00,stl1,351848,2.070547e+00,3.107267e+00,-8.243633e-01
climatology,val,62,2024-07-03T20:00:00,2024-07-04T02:00:00,sd,351848,2.300623e-03,1.279981e-02,1.841840e-03
climatology,val,63,2024-07-03T21:00:00,2024-07-04T03:00:00,swvl1,351848,2.645585e-02,4.411548e-02,2.399160e-03
climatology,val,63,2024-07-03T21:00:00,2024-07-04T03:00:00,stl1,351848,2.092777e+00,3.150422e+00,-8.133441e-01
climatology,val,63,2024-07-03T21:00:00,2024-07-04T03:00:00,sd,351848,2.293873e-03,1.277709e-02,1.834758e-03
climatology,val,64,2024-07-03T22:00:00,2024-07-04T04:00:00,swvl1,351848,2.647424e-02,4.413840e-02,2.425144e-03
climatology,val,64,2024-07-03T22:00:00,2024-07-04T04:00:00,stl1,351848,2.111288e+00,3.191209e+00,-7.898693e-01
climatology,val,64,2024-07-03T22:00:00,2024-07-04T04:00:00,sd,351848,2.286444e-03,1.275157e-02,1.827362e-03
climatology,val,65,2024-07-03T23:00:00,2024-07-04T05:00:00,swvl1,351848,2.648949e-02,4.414608e-02,2.448990e-03
climatology,val,65,2024-07-03T23:00:00,2024-07-04T05:00:00,stl1,351848,2.184996e+00,3.307424e+00,-7.724475e-01
climatology,val,65,2024-07-03T23:00:00,2024-07-04T05:00:00,sd,351848,2.278263e-03,1.272362e-02,1.819281e-03
climatology,val,66,2024-07-04T00:00:00,2024-07-04T06:00:00,swvl1,351848,2.649770e-02,4.414935e-02,2.466140e-03
climatology,val,66,2024-07-04T00:00:00,2024-07-04T06:00:00,stl1,351848,2.226507e+00,3.361124e+00,-7.262722e-01
climatology,val,66,2024-07-04T00:00:00,2024-07-04T06:00:00,sd,351848,2.269220e-03,1.269198e-02,1.810287e-03
climatology,val,67,2024-07-04T01:00:00,2024-07-04T07:00:00,swvl1,351848,2.650798e-02,4.414833e-02,2.463475e-03
climatology,val,67,2024-07-04T01:00:00,2024-07-04T07:00:00,stl1,351848,2.250887e+00,3.390192e+00,-7.299275e-01
climatology,val,67,2024-07-04T01:00:00,2024-07-04T07:00:00,sd,351848,2.259895e-03,1.265744e-02,1.801053e-03
climatology,val,68,2024-07-04T02:00:00,2024-07-04T08:00:00,swvl1,351848,2.650787e-02,4.414150e-02,2.460984e-03
climatology,val,68,2024-07-04T02:00:00,2024-07-04T08:00:00,stl1,351848,2.304730e+00,3.453624e+00,-7.616695e-01
climatology,val,68,2024-07-04T02:00:00,2024-07-04T08:00:00,sd,351848,2.251077e-03,1.262338e-02,1.792331e-03
climatology,val,69,2024-07-04T03:00:00,2024-07-04T09:00:00,swvl1,351848,2.651839e-02,4.414075e-02,2.455986e-03
climatology,val,69,2024-07-04T03:00:00,2024-07-04T09:00:00,stl1,351848,2.341243e+00,3.481881e+00,-7.971983e-01
climatology,val,69,2024-07-04T03:00:00,2024-07-04T09:00:00,sd,351848,2.243026e-03,1.259018e-02,1.784376e-03
